node_id,canonical_name,type,admin_level,aliases,normalized_key,numeric_value,unit,value_kind,review_status
CATEGORY_000018,Điểm đến du lịch văn hóa làng nghề,TourismCategory,,Du lịch văn hóa làng nghề,diem_den_du_lich_van_hoa_lang_nghe,,,,approved
CATEGORY_000019,Bảo tàng mở và bảo tàng sống,TourismCategory,,Bảo tàng mở|Bảo tàng sống,bao_tang_mo_va_bao_tang_song,,,,approved
EVENT_000097,Khởi công xây dựng Trung tâm Tinh hoa Làng nghề Việt,Event,,Khởi công Bảo tàng Gốm Bát Tràng,khoi_cong_xay_dung_trung_tam_tinh_hoa_lang_nghe_viet,,,,approved
EVENT_000098,Công bố Giải Vàng Kiến trúc Quốc gia cho Trung tâm Gốm Bát Tràng,Event,,Sự kiện nhận Giải Vàng Kiến trúc Quốc gia,cong_bo_giai_vang_kien_truc_quoc_gia_cho_trung_tam_gom_bat_trang,,,,approved
HSTATUS_000010,Giải Vàng Giải thưởng Kiến trúc Quốc gia 2022-2023,HeritageStatus,,Giải Vàng Kiến trúc Quốc gia,giai_vang_giai_thuong_kien_truc_quoc_gia_2022_2023,,,,approved
MATERIAL_000015,Gạch nung,Material,,Gạch đất nung,gach_nung,,,,approved
MATERIAL_000016,Gạch men,Material,,Gạch tráng men,gach_men,,,,approved
MATERIAL_000017,Gạch gốm cổ,Material,,Gạch gốm truyền thống,gach_gom_co,,,,approved
ORG_000020,"Bộ Văn hóa, Thể thao và Du lịch",Organization,,Bộ Văn hóa thể thao và du lịch,bo_van_hoa_the_thao_va_du_lich,,,,approved
ORG_000025,Hội Kiến trúc sư Việt Nam,Organization,,,hoi_kien_truc_su_viet_nam,,,,approved
ORG_000026,Bộ Xây dựng,Organization,,,bo_xay_dung,,,,approved
PERSON_000074,Hà Thị Vinh,Person,,Nghệ nhân Hà Thị Vinh,ha_thi_vinh,,,,approved
PERSON_000075,Hoàng Thúc Hào,Person,,Kiến trúc sư Hoàng Thúc Hào,hoang_thuc_hao,,,,approved
PLACE_000051,Bảo tàng Gốm Bát Tràng,Place,,Trung tâm Tinh hoa Làng nghề Việt|Bảo tàng làng gốm Bát Tràng|Bảo tàng Gốm sứ Bát Tràng,bao_tang_gom_bat_trang,,,,approved
ROLE_000005,Chủ tịch Trung tâm Tinh hoa Làng nghề Việt,Role,,Chủ tịch Trung tâm,chu_tich_trung_tam_tinh_hoa_lang_nghe_viet,,,,approved
ROLE_000006,Đại diện chủ đầu tư Bảo tàng Gốm Bát Tràng,Role,,Đại diện chủ đầu tư,dai_dien_chu_dau_tu_bao_tang_gom_bat_trang,,,,approved
ROLE_000007,Kiến trúc sư thiết kế Bảo tàng Gốm Bát Tràng,Role,,Kiến trúc sư thiết kế,kien_truc_su_thiet_ke_bao_tang_gom_bat_trang,,,,approved
TIME_000092,Năm 2018,Time,,2018,nam_2018,,,,approved
TIME_000165,Năm 2023,Time,,2023,nam_2023,,,,approved
